,asr_transcript,uniqueId
1607,My son ,NgXwdx5KkZI5GRWa-2f2becc045d111e99992dfba019cb646
1608,Bathroom lights on ,NgXwdx5KkZI5GRWa-2f90b1f045e511e9b578494a5b19ab8b
1609,Make a quieter ,NgXwdx5KkZI5GRWa-2fdc929045e611e9b578494a5b19ab8b
1610,Bring me my socks ,NgXwdx5KkZI5GRWa-30be4a9045e711e9b578494a5b19ab8b
1611,Turn the temperature up ,NgXwdx5KkZI5GRWa-30f4729045e311e981ce69b74fd7e64e
1612,Switch off the lights ,NgXwdx5KkZI5GRWa-3124d69045d111e99992dfba019cb646
1613,It's too loud turn it down ,NgXwdx5KkZI5GRWa-31930c4045d211e99992dfba019cb646
1614,Switched the likes off ,NgXwdx5KkZI5GRWa-31a7ab1045e511e9b578494a5b19ab8b
1615,It's too loud turn it down ,NgXwdx5KkZI5GRWa-3232908045e611e9b578494a5b19ab8b
1616,Turn up the heat ,NgXwdx5KkZI5GRWa-32f7206045e311e981ce69b74fd7e64e
1617,Turn likes off ,NgXwdx5KkZI5GRWa-330926f045d111e99992dfba019cb646
1618,Give me my thoughts ,NgXwdx5KkZI5GRWa-3332f41045e711e9b578494a5b19ab8b
1619,Turn off the kitchen lights ,NgXwdx5KkZI5GRWa-33ef512045e511e9b578494a5b19ab8b
1620,It's too loud turned the volume down ,NgXwdx5KkZI5GRWa-3474f68045d211e99992dfba019cb646
1621,It is too loud turned the volume down ,NgXwdx5KkZI5GRWa-34c8a4b045e611e9b578494a5b19ab8b
1622,Turn the heat up ,NgXwdx5KkZI5GRWa-34dd93a045e311e981ce69b74fd7e64e
1623,Oh lights off ,NgXwdx5KkZI5GRWa-352c7c2045d111e99992dfba019cb646
1624,Bring socks ,NgXwdx5KkZI5GRWa-35a357d045e711e9b578494a5b19ab8b
1625,Increase the temperature ,NgXwdx5KkZI5GRWa-370edb4045d211e99992dfba019cb646
1626,Turned down the temperature ,NgXwdx5KkZI5GRWa-371c601045e311e981ce69b74fd7e64e
1627,Volume up ,NgXwdx5KkZI5GRWa-371c654045d111e99992dfba019cb646
1628,Increase the temperature ,NgXwdx5KkZI5GRWa-37405b7045e611e9b578494a5b19ab8b
1629,Bring my socks ,NgXwdx5KkZI5GRWa-37f732e045e711e9b578494a5b19ab8b
1630,Turn up the volume ,NgXwdx5KkZI5GRWa-392ca7a045d111e99992dfba019cb646
1631,Turn the temperature down ,NgXwdx5KkZI5GRWa-393b969045e311e981ce69b74fd7e64e
1632,Increase the heating ,NgXwdx5KkZI5GRWa-3940885045d211e99992dfba019cb646
1633,Increase the heating ,NgXwdx5KkZI5GRWa-394ca63045e611e9b578494a5b19ab8b
1634,Go get me my socks ,NgXwdx5KkZI5GRWa-3a8b725045e711e9b578494a5b19ab8b
1635,Turn the law him up ,NgXwdx5KkZI5GRWa-3b3b3c5045d111e99992dfba019cb646
1636,Turned down the heat ,NgXwdx5KkZI5GRWa-3b87d08045e311e981ce69b74fd7e64e
1637,Could you increase the heating ,NgXwdx5KkZI5GRWa-3bab56b045e611e9b578494a5b19ab8b
1638,Could you increase the heating ,NgXwdx5KkZI5GRWa-3be4a64045d211e99992dfba019cb646
1639,Fetch my socks ,NgXwdx5KkZI5GRWa-3cc7318045e711e9b578494a5b19ab8b
1640,Make the music louder ,NgXwdx5KkZI5GRWa-3d44ef0045d111e99992dfba019cb646
1641,Could you increased the heeding please ,NgXwdx5KkZI5GRWa-3e27ef7045e611e9b578494a5b19ab8b
1642,Could you increase the healing please ,NgXwdx5KkZI5GRWa-3e79a90045d211e99992dfba019cb646
1643,Tremlett softened the kitchen ,NgXwdx5KkZI5GRWa-3f06d33045e511e9b578494a5b19ab8b
1644,Turn the heat down ,NgXwdx5KkZI5GRWa-3f0d74d045e311e981ce69b74fd7e64e
1645,Bring me my shoes ,NgXwdx5KkZI5GRWa-3f376e3045e711e9b578494a5b19ab8b
1646,Turned down the volume ,NgXwdx5KkZI5GRWa-3f3db1c045d111e99992dfba019cb646
1647,Make it hotter ,NgXwdx5KkZI5GRWa-402015f045e611e9b578494a5b19ab8b
1648,Make it harder ,NgXwdx5KkZI5GRWa-4076ffa045d211e99992dfba019cb646
1649,Turn off the music ,NgXwdx5KkZI5GRWa-413b9f7045e311e981ce69b74fd7e64e
1650,Turn the volume down ,NgXwdx5KkZI5GRWa-415bfde045d111e99992dfba019cb646
1651,Give me my shoes ,NgXwdx5KkZI5GRWa-4188d84045e711e9b578494a5b19ab8b
1652,More heat ,NgXwdx5KkZI5GRWa-420bb95045e611e9b578494a5b19ab8b
1653,More heat ,NgXwdx5KkZI5GRWa-427f2bb045d211e99992dfba019cb646
1654,Stop the music ,NgXwdx5KkZI5GRWa-433c517045e311e981ce69b74fd7e64e
1655,Make the music softer ,NgXwdx5KkZI5GRWa-43747da045d111e99992dfba019cb646
1656,Bring shoes ,NgXwdx5KkZI5GRWa-4393002045e711e9b578494a5b19ab8b
1657,Hit up ,NgXwdx5KkZI5GRWa-43e2c34045e611e9b578494a5b19ab8b
1658,He up ,NgXwdx5KkZI5GRWa-4469bda045d211e99992dfba019cb646
1659,Play ,NgXwdx5KkZI5GRWa-44ee955045e311e981ce69b74fd7e64e
1660,Turn off the temperature ,NgXwdx5KkZI5GRWa-4592549045d111e99992dfba019cb646
1661,Bring my shoes ,NgXwdx5KkZI5GRWa-45bae93045e711e9b578494a5b19ab8b
1662,Turn up the temperature in the kitchen ,NgXwdx5KkZI5GRWa-4697f83045e611e9b578494a5b19ab8b
1663,But on the music ,NgXwdx5KkZI5GRWa-46fe3b7045e311e981ce69b74fd7e64e
1664,Turn out the temperature in the kitchen ,NgXwdx5KkZI5GRWa-4718b10045d211e99992dfba019cb646
1665,Turned the temperature up ,NgXwdx5KkZI5GRWa-47a1376045d111e99992dfba019cb646
1666,Go git me my shoes ,NgXwdx5KkZI5GRWa-4880bff045e711e9b578494a5b19ab8b
1667,Play the music ,NgXwdx5KkZI5GRWa-48fec66045e311e981ce69b74fd7e64e
1668,Turn the kitchen temperature up ,NgXwdx5KkZI5GRWa-491b47b045e611e9b578494a5b19ab8b
1669,Turn up the heat ,NgXwdx5KkZI5GRWa-49822c6045d111e99992dfba019cb646
1670,Turned the kitchen temperature up ,NgXwdx5KkZI5GRWa-498df6c045d211e99992dfba019cb646
1671,Bring my socks ,NgXwdx5KkZI5GRWa-4aa084f045e211e981ce69b74fd7e64e
1672,Fetch my shoes ,NgXwdx5KkZI5GRWa-4aea940045e711e9b578494a5b19ab8b
1673,Start the music ,NgXwdx5KkZI5GRWa-4b2e509045e311e981ce69b74fd7e64e
1674,Turning it up ,NgXwdx5KkZI5GRWa-4b620ff045d111e99992dfba019cb646
1675,Increase the temperature in the kitchen ,NgXwdx5KkZI5GRWa-4c034c7045e611e9b578494a5b19ab8b
1676,Increase the temperature in the kitchen ,NgXwdx5KkZI5GRWa-4c12a5d045d211e99992dfba019cb646
1677,Allow a different language ,NgXwdx5KkZI5GRWa-4d5615c045e711e9b578494a5b19ab8b
1678,Turned down the temperature ,NgXwdx5KkZI5GRWa-4d6707b045d111e99992dfba019cb646
1679,Turn on the lamp ,NgXwdx5KkZI5GRWa-4d802fd045e311e981ce69b74fd7e64e
1680,Increase the heating in the kitchen ,NgXwdx5KkZI5GRWa-4e852c7045d211e99992dfba019cb646
1681,Increase the feeding in the kitchen ,NgXwdx5KkZI5GRWa-4e8f4e8045e611e9b578494a5b19ab8b
1682,Turned the temperature down ,NgXwdx5KkZI5GRWa-4f75273045d111e99992dfba019cb646
1683,Switch on the lamp ,NgXwdx5KkZI5GRWa-4fb6e5f045e311e981ce69b74fd7e64e
1684,Use a different language ,NgXwdx5KkZI5GRWa-4fee9af045e711e9b578494a5b19ab8b
1685,Turn up the heat in the kitchen ,NgXwdx5KkZI5GRWa-510ce8c045d211e99992dfba019cb646
1686,Turn up the heat in the kitchen ,NgXwdx5KkZI5GRWa-510e7f5045e611e9b578494a5b19ab8b
1687,Turn domini ,NgXwdx5KkZI5GRWa-516b03c045d111e99992dfba019cb646
1688,Turn the lamp on ,NgXwdx5KkZI5GRWa-51af5a9045e311e981ce69b74fd7e64e
1689,Changed the language ,NgXwdx5KkZI5GRWa-525d510045e711e9b578494a5b19ab8b
1690,Turning it down ,NgXwdx5KkZI5GRWa-53696bd045d111e99992dfba019cb646
1691,Lampon ,NgXwdx5KkZI5GRWa-53c1e6e045e311e981ce69b74fd7e64e
1692,Trend the heat up in the kitchen ,NgXwdx5KkZI5GRWa-53e238c045e611e9b578494a5b19ab8b
1693,Switched the language ,NgXwdx5KkZI5GRWa-546e089045e711e9b578494a5b19ab8b
1694,Turn up the heat in the kitchen ,NgXwdx5KkZI5GRWa-54aea09045d211e99992dfba019cb646
1695,Turn off the music ,NgXwdx5KkZI5GRWa-558790e045d111e99992dfba019cb646
1696,Turn off the lamp ,NgXwdx5KkZI5GRWa-55da3f9045e311e981ce69b74fd7e64e
1697,Kitchen he out ,NgXwdx5KkZI5GRWa-5620de2045e611e9b578494a5b19ab8b
1698,Such language ,NgXwdx5KkZI5GRWa-5681583045e711e9b578494a5b19ab8b
1699,Turned the lamp off ,NgXwdx5KkZI5GRWa-57eb936045e311e981ce69b74fd7e64e
1700,Switch languages ,NgXwdx5KkZI5GRWa-58a6822045e711e9b578494a5b19ab8b
1701,Turn out the temperature in the bedroom ,NgXwdx5KkZI5GRWa-58be455045e611e9b578494a5b19ab8b
1702,Turn up the temperature in the better em ,NgXwdx5KkZI5GRWa-59a9f4f045d211e99992dfba019cb646
1703,Switched off the lamp ,NgXwdx5KkZI5GRWa-59fac45045e311e981ce69b74fd7e64e
1704,Stop the music ,NgXwdx5KkZI5GRWa-5ab1966045d111e99992dfba019cb646
1705,Changed system language ,NgXwdx5KkZI5GRWa-5b0ea88045e711e9b578494a5b19ab8b
1706,Turned the temperature in the better em up ,NgXwdx5KkZI5GRWa-5b5bd39045e611e9b578494a5b19ab8b
1707,Lay up off ,NgXwdx5KkZI5GRWa-5befb68045e311e981ce69b74fd7e64e
1708,Play ,NgXwdx5KkZI5GRWa-5c57f36045d111e99992dfba019cb646
1709,Turn the temperature in the bedroom up ,NgXwdx5KkZI5GRWa-5c5df16045d211e99992dfba019cb646
1710,Open language settings ,NgXwdx5KkZI5GRWa-5d6c95b045e711e9b578494a5b19ab8b
1711,Turn up the better heat ,NgXwdx5KkZI5GRWa-5dd1677045e611e9b578494a5b19ab8b
1712,Searchlights on ,NgXwdx5KkZI5GRWa-5e19e98045e311e981ce69b74fd7e64e
1713,But on the music ,NgXwdx5KkZI5GRWa-5e71367045d111e99992dfba019cb646
1714,Turn up the bedroom heat ,NgXwdx5KkZI5GRWa-5ed4bdc045d211e99992dfba019cb646
1715,Suddenly the language ,NgXwdx5KkZI5GRWa-5fbacb7045e711e9b578494a5b19ab8b
1716,Turned the bedroom heaped up ,NgXwdx5KkZI5GRWa-603f814045e611e9b578494a5b19ab8b
1717,Turn on the kitchen lights ,NgXwdx5KkZI5GRWa-604220b045e311e981ce69b74fd7e64e
1718,Play the music ,NgXwdx5KkZI5GRWa-606e3ef045d111e99992dfba019cb646
1719,Turn the bedroom heat up ,NgXwdx5KkZI5GRWa-6138022045d211e99992dfba019cb646
1720,Language settings ,NgXwdx5KkZI5GRWa-61f8385045e711e9b578494a5b19ab8b
1721,Bedroom heaped up ,NgXwdx5KkZI5GRWa-623e377045e611e9b578494a5b19ab8b
1722,Start the music ,NgXwdx5KkZI5GRWa-628007f045d111e99992dfba019cb646
1723,Switch on the kitchen lines ,NgXwdx5KkZI5GRWa-62866b6045e311e981ce69b74fd7e64e
1724,Better m heaped up ,NgXwdx5KkZI5GRWa-63708d0045d211e99992dfba019cb646
1725,Sat language to chinese ,NgXwdx5KkZI5GRWa-643a391045e711e9b578494a5b19ab8b
1726,Turn on the land ,NgXwdx5KkZI5GRWa-6483c73045d111e99992dfba019cb646
1727,Increase the temperature in the better ,NgXwdx5KkZI5GRWa-64c8d9f045e611e9b578494a5b19ab8b
1728,Turned the light found in the kitchen ,NgXwdx5KkZI5GRWa-64e8021045e311e981ce69b74fd7e64e
1729,Increase the temperature in the bedroom ,NgXwdx5KkZI5GRWa-6652c56045d211e99992dfba019cb646
1730,Sat language to german ,NgXwdx5KkZI5GRWa-665cf20045e711e9b578494a5b19ab8b
1731,Switch on the lamp ,NgXwdx5KkZI5GRWa-669f543045d111e99992dfba019cb646
1732,Increase the heating in the bedroom ,NgXwdx5KkZI5GRWa-6749b87045e611e9b578494a5b19ab8b
1733,Switch on the lights in the kitchen ,NgXwdx5KkZI5GRWa-674bbba045e311e981ce69b74fd7e64e
1734,Settling which to korean ,NgXwdx5KkZI5GRWa-68a386a045e711e9b578494a5b19ab8b
1735,Trimmed the lamp on ,NgXwdx5KkZI5GRWa-68baba2045d111e99992dfba019cb646
1736,Increase the heating in the bedroom ,NgXwdx5KkZI5GRWa-68c8594045d211e99992dfba019cb646
1737,Lithe on in the kitchen ,NgXwdx5KkZI5GRWa-6995367045e311e981ce69b74fd7e64e
1738,Turn up the washroom temperature ,NgXwdx5KkZI5GRWa-69b90ac045e611e9b578494a5b19ab8b
1739,Lampon ,NgXwdx5KkZI5GRWa-6ad3fd3045d111e99992dfba019cb646
1740,Settling which to english ,NgXwdx5KkZI5GRWa-6ae38b9045e711e9b578494a5b19ab8b
1741,Turn up the washroom temperature ,NgXwdx5KkZI5GRWa-6b67bc4045d211e99992dfba019cb646
1742,Kitchen lights on ,NgXwdx5KkZI5GRWa-6bb2bf4045e311e981ce69b74fd7e64e
1743,Turned the temperature up in the watch room ,NgXwdx5KkZI5GRWa-6c237b1045e611e9b578494a5b19ab8b
1744,Turn off the lamp ,NgXwdx5KkZI5GRWa-6cf110d045d111e99992dfba019cb646
1745,Set my device to chinese ,NgXwdx5KkZI5GRWa-6d61d20045e711e9b578494a5b19ab8b
1746,Switched the kitchen lights on ,NgXwdx5KkZI5GRWa-6e10374045e311e981ce69b74fd7e64e
1747,Turn that had brought her up in the wash room ,NgXwdx5KkZI5GRWa-6e16d6b045d211e99992dfba019cb646
1748,Turn the lamp off ,NgXwdx5KkZI5GRWa-6f20c21045d111e99992dfba019cb646
1749,Turn up the heat in the washroom ,NgXwdx5KkZI5GRWa-6f65d4d045e611e9b578494a5b19ab8b
1750,O k ness which the main language to chinese ,NgXwdx5KkZI5GRWa-707cf4b045e711e9b578494a5b19ab8b
1751,Turn up the he in the wash room ,NgXwdx5KkZI5GRWa-70ac4ea045d211e99992dfba019cb646
1752,Switch off the lamp ,NgXwdx5KkZI5GRWa-7135bf6045d111e99992dfba019cb646
1753,Turn the kitchen lights on ,NgXwdx5KkZI5GRWa-7190846045e311e981ce69b74fd7e64e
1754,Turning it up in the washroom ,NgXwdx5KkZI5GRWa-71cc749045e611e9b578494a5b19ab8b
1755,Lamp off ,NgXwdx5KkZI5GRWa-73266bd045d111e99992dfba019cb646
1756,Turn they feed up in the washroom ,NgXwdx5KkZI5GRWa-733f559045d211e99992dfba019cb646
1757,O k ness which the main language to german ,NgXwdx5KkZI5GRWa-734cb68045e711e9b578494a5b19ab8b
1758,Switched the legs on ,NgXwdx5KkZI5GRWa-755050b045d111e99992dfba019cb646
1759,Washroom heat up ,NgXwdx5KkZI5GRWa-7568501045d211e99992dfba019cb646
1760,Oh hannah switched the main language to grin ,NgXwdx5KkZI5GRWa-774a22e045e711e9b578494a5b19ab8b
1761,Turn on the kitchen lines ,NgXwdx5KkZI5GRWa-77ae3de045d111e99992dfba019cb646
1762,Increase the temperature in the wash room ,NgXwdx5KkZI5GRWa-7809aee045d211e99992dfba019cb646
1763,Switch on the kitchen lights ,NgXwdx5KkZI5GRWa-7a1d903045d111e99992dfba019cb646
1764,Increase the heating in the wash room ,NgXwdx5KkZI5GRWa-7a9059c045d211e99992dfba019cb646
1765,Oh canna switch the main language to english ,NgXwdx5KkZI5GRWa-7a999c0045e711e9b578494a5b19ab8b
1766,Turn alights on in the kitchen ,NgXwdx5KkZI5GRWa-7ca65df045d111e99992dfba019cb646
1767,Set my funds language to chinese ,NgXwdx5KkZI5GRWa-7d86a9d045e711e9b578494a5b19ab8b
1768,Switch on the lights in the kitchen ,NgXwdx5KkZI5GRWa-7effb74045d111e99992dfba019cb646
1769,Set my son's language to german ,NgXwdx5KkZI5GRWa-800e180045e711e9b578494a5b19ab8b
1770,Lights on in the kitchen ,NgXwdx5KkZI5GRWa-811b926045d111e99992dfba019cb646
1771,Set my funds language to korean ,NgXwdx5KkZI5GRWa-82a27e8045e711e9b578494a5b19ab8b
1772,Kitchen lights on ,NgXwdx5KkZI5GRWa-8331a12045d111e99992dfba019cb646
1773,Set my funds language to english ,NgXwdx5KkZI5GRWa-85405ae045e711e9b578494a5b19ab8b
1774,Switched the kitchen lights on ,NgXwdx5KkZI5GRWa-856f351045d111e99992dfba019cb646
1775,Turn the kitchen lights on ,NgXwdx5KkZI5GRWa-87cd706045d111e99992dfba019cb646
1776,I need to practised by chinese switch the language ,NgXwdx5KkZI5GRWa-888e265045e711e9b578494a5b19ab8b
1777,Colonel lights in the better em ,NgXwdx5KkZI5GRWa-8a0efbf045d111e99992dfba019cb646
1778,I need to practise my germans which the language ,NgXwdx5KkZI5GRWa-8ba9490045e711e9b578494a5b19ab8b
1779,Turned the bedroom lights on ,NgXwdx5KkZI5GRWa-8c4b094045d111e99992dfba019cb646
1780,Switch on the lights in the bedroom ,NgXwdx5KkZI5GRWa-8eb3f2f045d111e99992dfba019cb646
1781,I need to practise my koreans which the language ,NgXwdx5KkZI5GRWa-8ee0cd5045e711e9b578494a5b19ab8b
1782,Switched the better in lights on ,NgXwdx5KkZI5GRWa-910535f045d111e99992dfba019cb646
1783,I need to practise my english switch language ,NgXwdx5KkZI5GRWa-91dc5a1045e711e9b578494a5b19ab8b
1784,Lights on in the bedroom ,NgXwdx5KkZI5GRWa-934c8de045d111e99992dfba019cb646
1785,Turn the washroom likes off ,NgXwdx5KkZI5GRWa-9495adb045e711e9b578494a5b19ab8b
1786,Better in life's on ,NgXwdx5KkZI5GRWa-9564234045d111e99992dfba019cb646
1787,Turn on the washroom lights ,NgXwdx5KkZI5GRWa-97b0362045d111e99992dfba019cb646
1788,Turn the washroom lights on ,NgXwdx5KkZI5GRWa-9c26ca2045d111e99992dfba019cb646
1789,Switch on the washroom lights ,NgXwdx5KkZI5GRWa-9e8c587045d111e99992dfba019cb646
1790,Washroom heat up ,NgXwdx5KkZI5GRWa-9eae2bc045e611e9b578494a5b19ab8b
1791,Turn on the lights in the bedroom ,NgXwdx5KkZI5GRWa-a013b69045e311e981ce69b74fd7e64e
1792,Increase the temperature in the washroom ,NgXwdx5KkZI5GRWa-a18d08c045e611e9b578494a5b19ab8b
1793,Turn up the bathroom temperature ,NgXwdx5KkZI5GRWa-a24e25f045d211e99992dfba019cb646
1794,Increase the heating in the washroom ,NgXwdx5KkZI5GRWa-a432d46045e611e9b578494a5b19ab8b
1795,Turned the temperature up in the bathroom ,NgXwdx5KkZI5GRWa-a5f4bfc045d211e99992dfba019cb646
1796,Washroom lights on ,NgXwdx5KkZI5GRWa-a6b5e25045d111e99992dfba019cb646
1797,Turn up the bathroom temperature ,NgXwdx5KkZI5GRWa-a6c2a70045e611e9b578494a5b19ab8b
1798,Turn up the heat in the bathroom ,NgXwdx5KkZI5GRWa-a881ac3045d211e99992dfba019cb646
1799,Turn all about her lights ,NgXwdx5KkZI5GRWa-a8ff361045d111e99992dfba019cb646
1800,Turn their temperature up in the bathroom ,NgXwdx5KkZI5GRWa-a96cb86045e611e9b578494a5b19ab8b
1801,Go get me my socks ,NgXwdx5KkZI5GRWa-aac4a41045e211e981ce69b74fd7e64e
1802,Turn the heat up in the bathroom ,NgXwdx5KkZI5GRWa-aaf9b11045d211e99992dfba019cb646
1803,Turn the bathroom lights on ,NgXwdx5KkZI5GRWa-ab35ec3045d111e99992dfba019cb646
1804,Turn up thee in the bathroom ,NgXwdx5KkZI5GRWa-abc8349045e611e9b578494a5b19ab8b
1805,Fetched my socks ,NgXwdx5KkZI5GRWa-acf05db045e211e981ce69b74fd7e64e
1806,Bathroom heat up ,NgXwdx5KkZI5GRWa-ad16769045d211e99992dfba019cb646
1807,Switch on the bathroom lights ,NgXwdx5KkZI5GRWa-ad8ed05045d111e99992dfba019cb646
1808,Turn the feed up in the bathroom ,NgXwdx5KkZI5GRWa-ae218de045e611e9b578494a5b19ab8b
1809,Bring me my shoes ,NgXwdx5KkZI5GRWa-af10096045e211e981ce69b74fd7e64e
1810,Increase the temperature in the bathroom ,NgXwdx5KkZI5GRWa-afb0344045d211e99992dfba019cb646
1811,Switched off the lights in the kitchen ,NgXwdx5KkZI5GRWa-afc2621045e511e9b578494a5b19ab8b
1812,Lights on in the bathroom ,NgXwdx5KkZI5GRWa-afe2845045d111e99992dfba019cb646
1813,Bathroom heat up ,NgXwdx5KkZI5GRWa-b01e484045e611e9b578494a5b19ab8b
1814,Get me my shoes ,NgXwdx5KkZI5GRWa-b13affb045e211e981ce69b74fd7e64e
1815,Bathroom lights on ,NgXwdx5KkZI5GRWa-b1f5ace045d111e99992dfba019cb646
1816,Increase the heating in the bathroom ,NgXwdx5KkZI5GRWa-b23b4bf045d211e99992dfba019cb646
1817,Switch lights off in the kitchen ,NgXwdx5KkZI5GRWa-b246ea1045e511e9b578494a5b19ab8b
1818,Increase the temperature in the bathroom ,NgXwdx5KkZI5GRWa-b2d1334045e611e9b578494a5b19ab8b
1819,Bring shoes ,NgXwdx5KkZI5GRWa-b32347b045e211e981ce69b74fd7e64e
1820,Switched the likes off ,NgXwdx5KkZI5GRWa-b43cb6b045d111e99992dfba019cb646
1821,Make it cooler ,NgXwdx5KkZI5GRWa-b450494045d211e99992dfba019cb646
1822,Might soften the kitchen ,NgXwdx5KkZI5GRWa-b47aba0045e511e9b578494a5b19ab8b
1823,Bring my shoes ,NgXwdx5KkZI5GRWa-b52161a045e211e981ce69b74fd7e64e
1824,Increase the hearing in the bathroom ,NgXwdx5KkZI5GRWa-b54c1e5045e611e9b578494a5b19ab8b
1825,Less heat ,NgXwdx5KkZI5GRWa-b645899045d211e99992dfba019cb646
1826,Kitchen lights off ,NgXwdx5KkZI5GRWa-b677746045e511e9b578494a5b19ab8b
1827,Turn off the kitchen lights ,NgXwdx5KkZI5GRWa-b69f37c045d111e99992dfba019cb646
1828,Make it cooler ,NgXwdx5KkZI5GRWa-b74703f045e611e9b578494a5b19ab8b
1829,Go get me my shoes ,NgXwdx5KkZI5GRWa-b79a77f045e211e981ce69b74fd7e64e
1830,He'd down ,NgXwdx5KkZI5GRWa-b81ce1a045d211e99992dfba019cb646
1831,Turn out the lights and the better ,NgXwdx5KkZI5GRWa-b8d4c55045e511e9b578494a5b19ab8b
1832,Less heat ,NgXwdx5KkZI5GRWa-b91e0de045e611e9b578494a5b19ab8b
1833,Colonel i thought in the kitchen ,NgXwdx5KkZI5GRWa-b93042e045d111e99992dfba019cb646
1834,Fetch my shoes ,NgXwdx5KkZI5GRWa-b9c1017045e211e981ce69b74fd7e64e
1835,Decrease the temperature ,NgXwdx5KkZI5GRWa-ba6ff96045d211e99992dfba019cb646
1836,He's down ,NgXwdx5KkZI5GRWa-bae894b045e611e9b578494a5b19ab8b
1837,Turned the bedroom lights off ,NgXwdx5KkZI5GRWa-bb0c8ce045e511e9b578494a5b19ab8b
1838,Switch off the lights in the kitchen ,NgXwdx5KkZI5GRWa-bbb6c6b045d111e99992dfba019cb646
1839,Allow a different language ,NgXwdx5KkZI5GRWa-bc5c93e045e211e981ce69b74fd7e64e
1840,Decrease the heating ,NgXwdx5KkZI5GRWa-bc856be045d211e99992dfba019cb646
1841,Decreased the temperature ,NgXwdx5KkZI5GRWa-bd035e6045e611e9b578494a5b19ab8b
1842,Switch off the lights on the bedroom ,NgXwdx5KkZI5GRWa-bd6c00b045e511e9b578494a5b19ab8b
1843,Switch lights off in the kitchen ,NgXwdx5KkZI5GRWa-be29264045d111e99992dfba019cb646
1844,Use a different language ,NgXwdx5KkZI5GRWa-bebbe0a045e211e981ce69b74fd7e64e
1845,Can you decrease the heating ,NgXwdx5KkZI5GRWa-bed54f5045d211e99992dfba019cb646
1846,Decrease they feeding ,NgXwdx5KkZI5GRWa-bef431e045e611e9b578494a5b19ab8b
1847,Kitchen hate down ,NgXwdx5KkZI5GRWa-bfabdb6045e111e981ce69b74fd7e64e
1848,Switch the better in likes off ,NgXwdx5KkZI5GRWa-bfbd1ca045e511e9b578494a5b19ab8b
1849,Life's off in the kitchen ,NgXwdx5KkZI5GRWa-c05f402045d111e99992dfba019cb646
1850,Changed the language ,NgXwdx5KkZI5GRWa-c1382b4045e211e981ce69b74fd7e64e
1851,Could you decrease the heating ,NgXwdx5KkZI5GRWa-c1d61c2045e611e9b578494a5b19ab8b
1852,Lights off in the veteran ,NgXwdx5KkZI5GRWa-c1e04ac045e511e9b578494a5b19ab8b
1853,Kitchen lights off ,NgXwdx5KkZI5GRWa-c259b09045d111e99992dfba019cb646
1854,Decrease the temperature in the kitchen ,NgXwdx5KkZI5GRWa-c299ac8045e111e981ce69b74fd7e64e
1855,Switch the language ,NgXwdx5KkZI5GRWa-c3d5445045e211e981ce69b74fd7e64e
1856,Bedroom likes off ,NgXwdx5KkZI5GRWa-c3eb0ee045e511e9b578494a5b19ab8b
1857,Turn off the lights in the better em ,NgXwdx5KkZI5GRWa-c4b023b045d111e99992dfba019cb646
1858,Could you decrease the hearing please ,NgXwdx5KkZI5GRWa-c4bac58045e611e9b578494a5b19ab8b
1859,Decrease sticking in the kitchen ,NgXwdx5KkZI5GRWa-c52d019045e111e981ce69b74fd7e64e
1860,Switch language ,NgXwdx5KkZI5GRWa-c5ce2e2045e211e981ce69b74fd7e64e
1861,Turn off the washroom lights ,NgXwdx5KkZI5GRWa-c627b87045e511e9b578494a5b19ab8b
1862,Turned the bedroom lights off ,NgXwdx5KkZI5GRWa-c6fd480045d111e99992dfba019cb646
1863,Turn down the temperature in the kitchen ,NgXwdx5KkZI5GRWa-c7540e0045e611e9b578494a5b19ab8b
1864,Turned down the temperature in the bedroom ,NgXwdx5KkZI5GRWa-c7cd27e045e111e981ce69b74fd7e64e
1865,Switch languages ,NgXwdx5KkZI5GRWa-c7de226045e211e981ce69b74fd7e64e
1866,Switched off the washroom lights ,NgXwdx5KkZI5GRWa-c8acb5a045e511e9b578494a5b19ab8b
1867,Switched off the lights in the bedroom ,NgXwdx5KkZI5GRWa-c97af23045d111e99992dfba019cb646
1868,Turn the kitchen temperature down ,NgXwdx5KkZI5GRWa-c9bafbe045e611e9b578494a5b19ab8b
1869,Change system language ,NgXwdx5KkZI5GRWa-ca35f51045e211e981ce69b74fd7e64e
1870,Turn the temperature in the bedroom down ,NgXwdx5KkZI5GRWa-ca72303045e111e981ce69b74fd7e64e
1871,Likes off in the washroom ,NgXwdx5KkZI5GRWa-cae25a5045e511e9b578494a5b19ab8b
1872,Switched the better'n likes off ,NgXwdx5KkZI5GRWa-cbd2019045d111e99992dfba019cb646
1873,Turned down the heat in the kitchen ,NgXwdx5KkZI5GRWa-cc5e2f7045e611e9b578494a5b19ab8b
1874,Open language settings ,NgXwdx5KkZI5GRWa-cc750fa045e211e981ce69b74fd7e64e
1875,Turned down the better me ,NgXwdx5KkZI5GRWa-ccc8a35045e111e981ce69b74fd7e64e
1876,Washroom likes off ,NgXwdx5KkZI5GRWa-cd68900045e511e9b578494a5b19ab8b
1877,Likes off in the bedroom ,NgXwdx5KkZI5GRWa-ce0164b045d111e99992dfba019cb646
1878,Said the language ,NgXwdx5KkZI5GRWa-ce7af1c045e211e981ce69b74fd7e64e
1879,Turned the heat down in the kitchen ,NgXwdx5KkZI5GRWa-cee130d045e611e9b578494a5b19ab8b
